control1	control2	control3	tumour1	tumour2	tumour3
ABCG5	12.3797212050948	11.1362996804661	17.7975841757916	3.95638078716294	8.07196694509947	1.11685597312061
ABCG8	13.8538861012152	14.9817188764831	15.8940662211957	17.4251203380098	16.0622495357505	12.7730897797687
ABHD1	6.30669997332455	13.9904589203798	11.0646954715121	6.04673888882578	5.87220504762915	2.9908798316262
ABHD10	1299.02649461197	1392.77972475346	1455.21521224543	1300.91145224462	1459.26308486628	1536.58556215094
ABHD11	224.370829327467	179.09727235324	162.623963545194	206.719282672744	169.208598785256	114.126443864181
ABHD12	1929.27630369559	1914.1354926004	1818.98356332628	1761.70811206468	1776.73826838793	1706.70834562086
ABHD12B	49.1962917667858	30.1102577405932	51.3330545688956	48.7882802448461	37.8207619507527	36.500336860543
ABHD13	657.096876430392	656.065384047638	795.231276210589	737.344205213607	825.400007023223	920.748130162506
ABHD14A	186.767894359268	126.744163970902	127.762060336745	199.97866160163	153.522211389168	115.394967291929
ABHD14A-ACY1	19.1727469967335	22.4390798238112	61.8011048590083	12.0077635283232	36.2660660930934	24.5705131083285
ABHD14B	689.329388242416	634.043904181364	609.250344631735	816.775180109813	762.752575466369	616.260023549513
ABHD15	450.269696951549	403.112371150623	435.867269112893	436.063777276864	468.389642539684	427.52629973517
ABHD16A	634.730034800335	598.393356442572	589.317114180151	637.847224691007	566.865432107081	440.273703002051
ABHD16B	5.93762237738306	5.03890463938278	0	4.955270196328	1.98891567957403	0
ABHD17A	474.635359546704	372.962486036057	285.29729641214	545.845290886141	286.399028751181	186.687851884648
ABHD17AP1	0	0	0	0	0	0
ABHD17AP3	0	0	0	0	0	0
ABHD17AP4	0	0	0	0	0	0
ABHD17AP5	0	0	0	0	0	0
ABHD17AP6	0	0	0	0	0	0
ABHD17AP7	0	0	0	0	0	0
ABHD17AP8	0	0	0	0	0	0
ABHD17AP9	0	0	0	0	0	0
ABHD17B	462.639434043719	536.876620223343	600.765877971641	497.541819774782	499.726492364348	595.239685661789
ABHD17C	610.293082544586	497.57574735206	531.90961965335	448.329117424084	525.082376574854	614.177464767296
ABHD18	76.3308615886395	129.292240487649	111.770554473537	119.64202474024	101.143267084846	106.961165655891
ABHD2	3031.92422530014	2301.22880226465	2883.24871654218	3332.20712315257	3272.63840103496	3267.7408890869
ABHD3	668.278576191864	635.447254896511	572.690112345583	581.55732238508	550.710062373749	588.650324630131
ABHD4	1746.06757421276	1658.97829188275	1380.22098797524	1785.09613372402	1522.51722838546	1317.30777757125
ABHD5	430.290901175975	406.157192220826	413.118482483308	382.640584759532	410.130531965816	464.795845210202
ABHD6	701.52466778622	732.42677135796	786.463663181449	743.294852718959	810.088505360202	718.702675486209
ABHD8	49.4801864781922	43.3345798986919	41.271496613461	87.2127554553729	33.8115665527585	37.3959174709251
ABI1	2197.74971158327	2089.38042669008	2331.19725233917	2042.67018449154	2242.35287381631	2456.33984616861
ABI1P1	0	0	0	0	0	0
ABI2	1620.55838159799	2209.21124733406	1989.95348452479	2089.09724062729	1769.74181446619	1967.66236584931
ABI3	0	0	1.006621868621	0	0	0
ABI3BP	5.72579267017844	20.3767709790261	13.5448256802687	14.1681265866966	7.63020621363432	6.77997277389314
ABITRAM	305.834089871956	311.780157304058	380.936856511253	438.869982105539	329.984951749042	461.871274100207
ABITRAMP1	0	0	0	0	0	0
ABL1	2616.67958513808	2788.73872443407	2352.87119373971	3108.18816158041	2480.41033362995	2077.84590841839
ABL2	8757.88650702526	9767.75699749119	8745.98511095121	7407.53983447235	7136.85526203867	8155.25936128055
ABLIM1	336.530174793618	218.917153406454	297.561716874895	148.936587363168	125.507246089746	169.112480297578
ABLIM2	1.81256243498982	1.84585586460922	0.875905159953939	5.35515307917568	2.42361204239979	1.68266296777746
ABLIM3	521.041218075585	411.858941962609	418.492897997058	424.872290575515	445.27960017589	398.804155762692
ABO	11.8053744294968	7.93334017741557	6.86783314096756	5.80456794124697	10.1555683571185	10.9376814052178
ABR	4180.0195681602	4116.63735273084	4084.76389965523	3804.0154049599	3662.63954852874	3909.93491877141
ABRA	1.97920745912769	0	1.006621868621	0.991054039265601	1.98891567957403	0
ABRACL	1252.54079199193	1265.21208661419	1297.47418776606	1057.66664558651	1214.71600057785	1228.03203624995
ABRAXAS1	294.946023654614	367.595697347371	362.754359604595	368.382173161575	399.297753954077	404.253261010435
ABRAXAS1P1	0	0	0	0	0	0
ABRAXAS1P2	1.97920745912769	9.07002835088901	7.04635308034699	2.9731621177968	8.95012055808314	8.08560377749731
ABRAXAS2	732.306759877244	790.10024745522	776.10546070679	680.854124975468	762.749163116641	803.506875388795
ABT1	364.174172479494	325.513239704128	290.913720031469	350.833129900023	345.076870406095	266.824924657411
ABT1P1	0	0	0	0	0	0
ABTB1	187.562820428737	130.007109165606	124.97000126274	198.58789924069	149.3870417363	88.8916742309388
ABTB2	622.460745895658	631.878641778601	519.416884208436	656.077773993828	514.134703169887	428.537000207357
ABTB3	6.05432470910939	1.71241139336396	1.51402198587595	1.58729385568079	0.844886466873082	1.52015645966729
ACAA1	1357.32573493888	1308.31835744145	1171.42228597068	1611.40814822843	1287.13529502612	1114.64952061706
ACAA2	1699.32579857242	1659.89296763687	1739.42963815727	1637.36815065129	1926.24363812495	1852.33900158773
ACAA2P1	2.60368527922024	2.65449197976853	2.64298845078754	1.5071860887294	1.51236255801506	0.768532103800086
ACACA	3670.62921930255	3418.09240687705	4614.62129869397	3572.99716313696	3491.84866226349	3399.23615410522
ACACB	594.198717941006	459.869535498738	549.754805467942	532.445236322631	478.801236222133	527.735196473358
ACAD10	721.250878733257	776.637094135473	851.736713459993	689.213071015501	837.399405175209	790.498782485184
ACAD11	904.383899890351	995.714540360891	909.678954569009	859.412926376972	1010.86916228639	1037.24708667268
ACAD8	569.826110808248	634.326847108781	572.205584885853	540.052453376872	759.970511397976	591.157647818834
ACAD9	1044.73494629046	1000.86674182061	968.22621079462	934.944218978128	937.48271942038	1103.23443936623
ACADL	8.66370533415777	11.1497279481272	8.81269440697776	6.07348167447366	15.3009657240542	1.76968028929782
ACADM	2429.87932497792	2654.71365135767	2671.35313042756	2296.38783996718	2331.06620461512	2626.06421888471
ACADS	225.218904708564	181.126884143021	160.891175034172	234.221330478178	146.465435575948	92.7420414545771
ACADSB	979.952748950661	988.141192139252	939.524077949467	825.309432596225	961.788261889012	1380.05895717893
ACADVL	3497.67921532718	3423.38164938039	2857.8790022062	4548.3744140443	3803.28695939037	3332.83983623719
ACAN	365.375124370872	376.863529254641	279.941298601823	1112.16313846058	799.348903122508	794.732102797966
ACAP1	43.3232835614819	38.2352965210628	18.7088971100069	19.5688282056013	15.769894696149	16.0090009471086
ACAP2	2884.72146385344	3146.16565999867	3128.3215282344	2736.18630326661	3556.37040889576	4408.70482829141
ACAP3	638.579157370527	451.272362321515	292.614889365077	552.430373665963	468.178833919231	201.297414165955
ACAT1	2181.17338483366	2068.73396921186	2355.58991601444	2088.21930357052	2500.30420414556	2297.48860893659
ACAT2	4885.2654690146	4965.11537018286	5200.72592991314	3059.25166244911	2900.95446686816	2936.2319862855
ACBD3	2691.65843631101	2619.81224203583	2326.04310783908	2266.21553396293	2250.06147437457	2578.74507970248
ACBD4	181.757648529555	197.874303749522	136.92806500335	128.221858781035	164.747848318706	122.824153737219
ACBD5	1653.36066522069	1489.14902747424	1585.08919419144	1439.62444371591	1630.18513045763	1529.36611316619
ACBD6	730.287330297127	798.652967121115	765.217588066151	771.905202779323	826.402288084563	867.745955681962
ACBD7	109.791122498412	68.3554558932059	94.7405281751265	67.8087829878109	87.9437068274531	74.264422625305
ACCS	472.239037066094	503.128720520951	401.571303993279	539.76327670703	501.42289582033	473.283872600488
ACCSL	13.7944951107654	15.0512941988148	12.0271868399011	9.95361499160398	12.9841438035727	12.1811214199206
ACD	63.466267143261	65.6961031533242	59.9448144452155	52.1886373303329	54.959974328429	30.5871978151796
ACE	2.37096971020212	4.32948952025706	1.52990946945923	14.0594047670135	7.08742608203547	10.3061535029886
ACE2	7.49848278320683	4.31196139901787	4.567336951079	5.00631476933769	18.5406949658531	2.55277941505424
ACE3P	0	0	0	0	0	0
ACER1	0	0	1.006621868621	0	0	0
ACER2	139.534125868502	152.17492010936	122.807867971762	97.1232958480289	124.307229973377	112.187752412775
ACER2P1	0	0	0	0	0	0
ACER3	1365.77018558004	1458.912130984	1389.69983747949	1183.24207586607	1376.38702541033	1382.31068958325
ACHE	6.03430439514599	4.79227578951975	5.54561779284169	4.92764553844412	0.735301831429505	1.08421769286253
ACIN1	4662.65219284823	5011.23047633797	4683.03428881377	4799.66413987979	4433.6061198598	4828.10256112196
ACKR1	0	0	1.006621868621	0	0	0
ACKR2	20.7507304133765	28.9437503565621	16.6403615996493	25.0743565493424	15.7236135218263	20.951316855093
ACKR3	0	0	0	0	0	0
ACKR4	17.8128671321492	37.2878943314326	25.165546715525	28.7405671387024	12.9279519172312	24.2568113324919
ACKR4P1	3.95841491825537	6.04668556725934	3.019865605863	0	3.97783135914806	0
ACLY	10770.0783904954	10957.2014885512	10242.2713132482	7851.82285569638	7483.18080908212	7720.0402539376
ACMSD	1.14246688732945	9.30761719886298	8.13479661629443	6.52408326678396	4.59228349460814	7.00093454371473
ACNATP	0	0	0	0	0	0
ACO1	1845.99404732027	1503.77382032573	1772.20758741558	1796.90240024536	2338.2128158403	2161.0836746547
ACO2	3194.09908637692	2775.92670701935	2741.04255343664	3312.55618770913	2913.56450815695	2309.3621234726
ACOD1	0	0	0	0	0	0
ACOT1	620.670292323767	585.127288135845	634.314470306789	628.25411186383	407.371349957445	350.633176751893
ACOT11	197.976846582879	172.096549664339	180.416364523311	163.089172791559	154.500645290881	170.858483871918
ACOT12	0.735136203699915	3.74319651062185	2.24333485298859	9.61575319163024	0	6.86089538653621
ACOT13	803.080028838738	851.538733737872	869.939800512631	798.442629136404	985.516490282201	893.035944981561
ACOT2	1096.27856294965	901.975027579658	878.417195164292	1059.51795790416	952.498945336866	703.999654518892
ACOT4	167.24303029629	136.050425263335	146.966792818666	120.908592790403	99.4457839787016	109.155650996214
ACOT6	10.1484503936436	4.01086869413184	5.00781969076792	8.87466898632653	3.95784411760995	7.03935433692644
ACOT7	2645.18623349727	2476.77663957083	2148.94214220711	2935.62232013293	2196.46530274972	1563.99880531197
ACOT8	264.434680785971	262.640832652291	249.484030855562	340.964540659627	270.853281363745	241.985053661341
ACOT9	1645.40299928111	1642.43219979343	1685.87016495435	1499.37216304389	1533.50999604387	1797.32887588682
ACOX1	1266.96348714074	1248.36418675156	1167.46771397997	1343.35305621375	1465.22184993247	1503.97328303661
ACOX2	21.5006523894894	20.6606436470203	31.243443743649	19.5114342082034	41.6689271620238	25.4259788262401
ACOX3	321.501566454857	321.217877186683	376.853749402068	254.024701068803	285.787283005542	331.499271709241
ACOXL	8.53977475063025	3.60769867928642	1.8029735316326	3.59304274703995	1.98293790378133	0
ACP1	1459.17088161482	1350.54490369858	1396.82369456291	1496.32122399797	1352.65325818376	1427.04348559367
ACP2	614.229470463903	605.827575512549	526.736247696922	723.452892981147	566.283005895924	571.390594040123
ACP3	6.9272261069469	2.01556185575311	5.033109343105	3.9642161570624	0.994457839787016	2.02140094437433
ACP4	0.989603729563843	0	0	2.9731621177968	0.994457839787016	0
ACP5	363.184568749931	87.6769407252604	35.231765401735	69.3737827485921	185.963616040172	278.953330323657
ACP6	572.264698513782	506.464551761871	499.047453151881	563.586792171528	600.489070025491	536.890613675102
ACP7	181.2676826683	195.819685991827	97.1052765985782	105.074482606908	110.461745701767	109.60899643828
ACR	4.12615336562068	1.15747199349778	1.54152123251136	0	0.472270111871475	0
ACRBP	6.27326662905848	1.18372017176491	4.42346164833859	7.32884152816715	7.67503633812003	8.31324123398205
ACRP1	0	1.00778092787656	0	0	1.98891567957403	1.01070047218716
ACRV1	8.13316343583321	15.810425159675	8.84392222688813	14.5834050818456	12.5092547929198	5.73207913269265
ACSBG1	37.8983845270735	66.5684268419576	24.9206231662702	27.8761780033437	11.1117634850543	41.6162800763149
ACSBG2	2.11911187523333	2.07132504012263	2.15555492890979	0.577052407300761	3.73477432296595	0.58849176475564
ACSF2	506.770798054695	552.473777087687	497.154377018002	591.251811677579	558.331425745047	477.431098432203
ACSF3	503.829181813851	405.725890590719	387.900500437238	451.642475617498	364.707416900975	290.29043543714
ACSL1	4754.34008350522	4468.5413763939	4582.45021320305	4970.43948186764	5356.56591064006	5126.383035106
ACSL3	19525.3670758945	23232.489795075	22793.5201904145	16620.8004588277	16478.0702462969	16862.5936310579
ACSL3P1	0.989603729563843	0	0	1.9821080785312	0	1.01070047218716
ACSL4	3523.05219601029	3702.02041411428	3702.17182996189	3387.53154508591	3045.44163319146	3474.12580499554
ACSL5	25.9720634664085	11.9249081721777	19.5448019950701	29.7556568187492	13.8869828712128	28.6170669421904
ACSL6	8.08327321170793	28.4814780281217	32.5653688706621	29.4793827595379	11.8411201001526	10.1675579937718
ACSM1	0	0	0	0.9910540392656	0	0
ACSM2A	6.29541731663554	12.9338256215724	16.9008261065614	12.0397932937487	10.8544272735024	0
ACSM2B	17.5127468635596	11.1408056837278	11.4146136137664	12.0301105485733	19.001463914677	20.7504314148012
ACSM3	58.1694703407119	44.9454643733206	57.2372599973145	45.9603592682005	50.4281456685293	57.7872938943422
ACSM4	0	0	0	0	0.994457839787016	0
ACSM5	1.57589942667607	5.35709655212573	2.9724334669904	2.22746143850482	2.81200833211391	0.407176835394936
ACSM5P1	0	0	0	0	0.994457839787016	0
ACSM6	0.793538844464167	1.6162293837204	1.49652291192388	0.794701812074803	2.27586989844853	2.30453757065278
ACSS1	1043.22262012743	1061.01943953618	1073.82950767645	1241.64188358841	1062.08083547066	1045.45257945371
ACSS2	2639.25078476975	3232.01075704012	2315.18231245774	1280.10593885602	1345.63366349561	865.359679901925
ACSS3	79.9674508870328	99.5284153092375	90.7400173058031	123.204870387477	90.8662156925536	105.457235180267
ACTA1	0	2.94581508379178	0	3.21413649014266	1.93791383530953	0.984783039583088
ACTA2	1574.20661028615	1638.42873698944	1439.55712350811	1313.5638828299	1309.89616065023	1180.72445701989
ACTB	45266.1818668376	45941.6455392024	48769.5438450956	43520.2768816543	44487.3729234526	48130.1787385463
ACTBL2	19.7920745912769	19.1478376296546	21.139059241041	33.6958373350304	35.8004822323326	35.3745165265507
ACTBP1	0.989603729563843	0	2.013243737242	0.991054039265601	0.994457839787016	0
ACTBP11	0	1.00778092787656	1.006621868621	0.991054039265601	0.994457839787016	2.02140094437433
ACTBP12	0.989603729563844	0	0	0	0	0
ACTBP14	0	0	0	0	0	0
ACTBP15	0	0	0	0	0	1.01070047218716
ACTBP16	0	0	0	0	0	0
ACTBP2	3.95841491825537	1.00778092787656	0	0.991054039265601	0	1.01070047218716
ACTBP4	0	0	0	0	0.994457839787016	1.01070047218716
ACTBP6	0	0	0	0	0	0
ACTBP7	0	3.02334278362967	4.026487474484	8.91948635339041	0.994457839787016	3.03210141656149
ACTBP8	0	0	1.006621868621	0	0	1.01070047218716
ACTBP9	0	0	0	0	0	0
ACTC1	0	0	0.854812309558131	0	1.17106761070002	0
ACTE1P	0.989603729563844	2.01556185575311	1.006621868621	2.9731621177968	0	0
ACTG1	57949.830910658	53903.1070614412	54781.5644053154	61229.8732712886	57431.4467582905	53115.9459810296
ACTG1P1	8.9064335660746	3.02334278362967	1.006621868621	14.865810588984	2.98337351936105	8.08560377749731
ACTG1P10	4.94801864781922	4.03112371150623	4.026487474484	6.93737827485921	9.94457839787016	1.01070047218716
ACTG1P11	0	0	0	0.991054039265601	0	0
ACTG1P12	0.989603729563844	0	0	1.9821080785312	0	1.01070047218716
ACTG1P13	0	0	0	0	0	0
ACTG1P14	0.989603729563844	1.00778092787656	3.019865605863	1.9821080785312	1.98891567957403	0
ACTG1P15	1.97920745912769	0	0	0	0	0
ACTG1P16	0	1.00778092787656	1.006621868621	0.991054039265601	0.994457839787016	1.01070047218716
ACTG1P17	6.57360600563649	4.7503716912638	6.02272293311175	17.2690582839074	8.33169561185065	8.47453222046982
ACTG1P18	0	1.00778092787656	0	1.9821080785312	0	0
ACTG1P19	0	1.00778092787656	0	0	0	0
ACTG1P2	0	0	0	0.991054039265601	0	0
ACTG1P20	7.91682983651075	5.03890463938278	8.05297494896799	4.955270196328	5.9667470387221	5.05350236093582
ACTG1P21	2.96881118869153	0	0	0	0	1.01070047218716
ACTG1P22	0	0	0	0	0	0
ACTG1P23	0	0	0	0	0.994457839787015	0
ACTG1P24	5.93762237738306	2.01556185575311	0	1.9821080785312	0	4.04280188874865
ACTG1P25	30.6777156164792	22.1711804132842	28.185412321388	21.8031888638432	18.8946989559533	21.2247099159304
ACTG1P3	4.94801864781922	6.04668556725934	5.033109343105	1.9821080785312	2.98337351936105	1.01070047218716
ACTG1P4	2.96881118869153	1.00778092787656	1.006621868621	0	1.98891567957403	0
ACTG1P9	12.86484848433	12.0933711345187	16.105949897936	13.8747565497184	17.9002411161663	10.1070047218716
ACTG2	34.3306263029765	36.3815756450171	21.757838345005	62.8190549848347	46.0670692191976	40.5039754416974
ACTL10	4.94801864781922	4.03112371150622	5.033109343105	5.94632423559361	9.94457839787016	4.04280188874865
ACTL11P	1.97920745912769	4.03112371150622	2.013243737242	1.9821080785312	3.97783135914806	3.03210141656149
ACTL6A	1381.7145964315	1347.51498581658	1260.05035761746	1176.77189779421	1358.30659356704	1405.23264422588
ACTL6B	0	0.510309761967251	0	0	3.92779334908741	0
ACTL7A	0	0	0	0	0	0
ACTL7B	0	0	0	0	0	0
ACTL8	0	2.01556185575311	0	0.991054039265601	0	1.01070047218716
ACTL9	0	0	0	0	0	0
ACTMAP	526.290168464209	523.730346650564	416.931247402544	481.642300961242	432.134381875474	384.43329126219
ACTN1	6132.82985971993	5421.62456516451	5162.91561228639	5668.48545882058	5352.18878322673	5104.63965234183
ACTN2	63.7695104553828	32.7936933606257	14.4255113977492	38.5131714981308	15.8393464630499	29.9510506387182
ACTN3	3.35801938658964	0	0.642922881096762	3.36294025316092	1.27030758900759	0.645527858832048
ACTN4	6034.27847297687	5599.06587965612	5136.9290811319	6223.41115893324	5398.77574938546	4691.54349149135
ACTN4P1	0	0	0	0	0	0
ACTN4P2	0	0	0	0	0	0
ACTP1	0	0	0	0	0	0
ACTR10	2049.30973977179	2227.56569080548	2214.31996509079	2030.34311985895	2348.1895939996	2633.81264205262
ACTR1A	4146.14667551229	3854.68204273138	3574.65112271656	4104.83981762365	3931.04635275849	3575.11140370698
ACTR1AP1	0	0	0	0.991054039265601	0	1.01070047218716
ACTR1B	945.710615712234	802.368748838227	823.45994177674	1092.27877856411	854.487452189248	666.648283115544
ACTR2	10518.2517121212	10982.8994875079	11275.6343223302	10912.8641020033	11949.875204497	12886.4425209482
ACTR3	9670.29195380113	9816.50845899812	10226.7598546401	8968.7263874757	9782.42106250923	10196.9506356621
ACTR3B	75.3381028494863	78.2225172496247	118.271248704005	116.498271144935	122.276030506718	101.85824953779
ACTR3BP1	0	0	0	0	0	0
ACTR3BP2	0	0	0	0	0	0
